,Monthly Debt,Number of Open Accounts,Current Loan Amount,Number of Credit Problems,Annual Income,Credit Score_bin,Credit Score,Current Credit Balance,Maximum Open Credit,Bankruptcies,Months since last delinquent,Years of Credit History,Tax Liens,Term,Bankruptcies_bin,Bankruptcies_bin2,Home Ownership_0,Home Ownership_1,Home Ownership_2,Years in current job_0,Years in current job_1,Years in current job_10,Years in current job_11,Years in current job_2,Years in current job_3,Years in current job_4,Years in current job_5,Years in current job_6,Years in current job_7,Years in current job_8,Years in current job_9,Purpose_0,Purpose_1,Purpose_2,Purpose_3,Months since last delinquent_dummy_-1,Months since last delinquent_dummy_0,Months since last delinquent_dummy_1,Months since last delinquent_dummy_2,Months since last delinquent_dummy_3,Months since last delinquent_dummy_4,Months since last delinquent_dummy_5,Credit Default
3283,21002.0,14.0,13.507833919797314,0,-10.0,0,-10.0,13.359463481363665,13.96652117007791,0,-10.0,20.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3285,28087.0,17.0,12.473573694102818,0,1316567.0,0,659.0,11.81539023297671,12.635426791416414,0,13.0,14.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3286,20699.0,10.0,13.323907327831988,0,1075286.0,0,697.0,12.627719454199578,13.066015223450457,0,-10.0,16.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3287,12018.0,7.0,12.061353184943272,0,747232.0,0,737.0,10.831291749368175,12.132969552931216,0,34.0,12.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3288,12631.0,8.0,12.4729842474766,0,1184194.0,0,720.0,11.475150905632265,12.23983135367087,0,47.0,12.3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3289,22099.0,12.0,12.603340917847051,0,-10.0,0,-10.0,11.683343117261359,14.010286733007064,0,6.0,31.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3290,10987.0,7.0,11.990779449385606,2,928435.0,0,735.0,10.180096038519288,11.478592785889724,1,60.0,13.1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3291,9972.0,11.0,11.597183889394207,2,601312.0,0,741.0,11.154033780161651,13.742497831963302,0,29.0,15.7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3292,24550.0,18.0,13.19673774264369,0,-10.0,0,-10.0,13.055958582527449,14.046540529554525,0,40.0,20.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3293,22813.0,7.0,12.183392381806954,1,2138716.0,0,743.0,11.987194982363015,12.519477287789124,1,-10.0,34.8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3294,8592.0,9.0,11.08265011235333,0,721012.0,0,736.0,12.163744308712477,12.409164498532594,0,-10.0,30.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3296,3839.0,7.0,11.66367895229652,0,-10.0,0,-10.0,11.791375048858404,12.682353407292483,0,-10.0,12.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3297,4443.0,4.0,12.302187047315837,0,665532.0,0,727.0,10.998342792326525,11.33459991350162,0,-10.0,8.8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3298,10143.0,7.0,11.396043273431912,0,-10.0,0,-10.0,10.068154174091362,12.547386712976065,0,-10.0,11.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3300,12118.0,4.0,12.19602736016897,0,1873970.0,0,737.0,12.506214274331695,12.662899212369314,0,-10.0,30.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3302,27222.0,10.0,12.511566394061187,0,1562959.0,0,728.0,12.884646651340653,13.803459231564847,0,-10.0,11.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3303,14999.0,10.0,12.286172274660576,0,785954.0,0,714.0,11.291567817979125,12.549885729224556,0,33.0,20.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3304,12396.0,10.0,12.909410227134034,0,-10.0,0,-10.0,12.960408994402542,13.24170431001993,0,12.0,17.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
3305,12983.0,8.0,11.379085453299176,1,-10.0,0,-10.0,11.626986025248538,12.442973134753178,1,22.0,34.5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3306,10562.0,9.0,13.078091689528165,0,1173611.0,0,742.0,12.696932268655287,13.434172536713286,0,63.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3307,5210.0,16.0,12.984986887573543,0,1365188.0,0,713.0,11.838293419478259,14.349398783647922,0,11.0,21.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3308,8621.0,11.0,13.01590225630247,0,1067572.0,0,713.0,12.645078907045031,13.210247873114849,0,-10.0,8.9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3310,441.0,3.0,11.105723850006383,0,191577.0,0,747.0,8.980046316633132,12.508969631913404,0,-10.0,24.3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3312,14665.0,12.0,12.88360098454402,0,771856.0,0,715.0,13.121232738472955,14.349579354145655,0,-10.0,14.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3313,19130.0,13.0,12.287998194928846,0,-10.0,0,-10.0,12.703019401838265,13.335742612563564,0,63.0,27.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3314,12051.0,15.0,12.61502832117972,0,-10.0,0,-10.0,0.0,0.0,0,71.0,14.2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3315,11235.0,13.0,12.12679672713192,1,713336.0,0,711.0,9.696770838907451,12.261918809858335,1,-10.0,16.7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
3316,65905.0,17.0,13.1670977087445,0,-10.0,0,-10.0,15.187836564273391,15.705502750385135,0,-10.0,28.4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
3317,22575.0,12.0,13.5510566116317,0,2083825.0,0,733.0,12.982896691436707,14.0333577080752,0,-10.0,12.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3318,12343.0,15.0,11.914108082960198,0,649648.0,0,738.0,12.887486256210916,13.516979177366965,0,-10.0,16.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3319,4519.0,5.0,12.534717902534428,0,-10.0,0,-10.0,12.631327308953654,13.813539616935431,0,-10.0,29.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3320,9872.0,4.0,12.694980827355058,0,-10.0,0,-10.0,11.791375048858404,12.06933038931014,0,41.0,13.4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3322,17071.0,9.0,12.297178545176001,0,948385.0,0,704.0,12.644343705363516,13.367232412023965,0,-10.0,19.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3323,20924.0,11.0,12.993231435844471,0,1518024.0,0,710.0,12.251547797303074,12.490187111635661,0,-10.0,17.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3324,17098.0,15.0,12.881643768147628,0,754300.0,0,714.0,12.549052234759827,13.523481718661515,0,22.0,11.3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3325,22876.0,9.0,12.829540111637675,0,1854799.0,0,747.0,13.189850048474055,13.782738368319151,0,-10.0,19.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3326,21639.0,11.0,12.561748590635696,0,1554884.0,0,750.0,12.171936583600491,13.202805389960442,0,-10.0,15.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3327,37378.0,12.0,13.546028522156444,0,1884610.0,0,736.0,13.411678116330567,13.871623369797362,0,16.0,22.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3328,6881.0,8.0,11.532875140277849,0,1298346.0,0,689.0,10.727684925086583,12.524689999625375,0,-10.0,4.9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
3329,23956.0,10.0,12.307369415346317,1,764560.0,0,660.0,11.11407344213231,12.615539735017636,1,8.0,13.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
3330,32954.0,11.0,11.812815219529744,1,-10.0,0,-10.0,11.855976016951564,12.3635164684332,1,-10.0,20.3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3331,22102.0,8.0,12.864139131222403,0,1158164.0,0,742.0,12.64422111918205,13.172050282238782,0,-10.0,17.9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3332,42521.0,18.0,13.405978691793848,0,1815830.0,0,732.0,14.195727599245922,14.892247653053733,0,-10.0,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3333,13258.0,11.0,12.478276800632202,0,1814158.0,0,712.0,13.110754251511077,13.380643930245004,0,-10.0,18.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3334,40162.0,19.0,10.701422584813201,0,-10.0,0,-10.0,12.30216887994897,14.293959053737046,0,-10.0,21.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3335,17665.0,10.0,12.78195821696729,0,768056.0,0,695.0,12.137333313327993,13.294525164747716,0,3.0,19.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3336,17152.0,7.0,13.280988034055033,0,2432950.0,0,637.0,12.634117566733229,12.795837907273496,0,-10.0,17.7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3337,4928.0,9.0,12.707850461046919,0,-10.0,0,-10.0,12.27691314243891,13.893207439414612,0,19.0,33.8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
3338,12419.0,15.0,12.482040119223017,0,919942.0,0,733.0,12.54723031690982,13.463847320134452,0,6.0,22.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3339,11114.0,9.0,12.363234501498363,0,483227.0,0,710.0,12.140787178831545,12.453506777411198,0,74.0,15.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3340,10977.0,13.0,11.625298336489877,0,879377.0,0,733.0,11.720614203529568,13.161782147866044,0,-10.0,13.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3341,14465.0,19.0,13.04151117551207,0,1496402.0,0,7150.0,12.24936678178841,13.036537479275063,0,47.0,14.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3342,26359.0,11.0,12.507017625496722,0,1478086.0,0,717.0,12.074983981299615,13.10343129107738,0,24.0,11.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3343,18376.0,7.0,12.537959384809758,0,841662.0,0,715.0,11.741390830278414,12.028398273825118,0,29.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3344,19199.0,12.0,12.507505984435442,0,-10.0,0,-10.0,12.262292285526481,12.9180832870174,0,43.0,10.3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3345,9555.0,7.0,11.260108479844527,0,843106.0,0,719.0,11.287529378602725,12.193579935568359,0,1.0,24.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
3346,13679.0,11.0,11.420470205998447,0,-10.0,0,-10.0,11.142817848143117,12.11974648826933,0,-10.0,11.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3347,12318.0,8.0,11.08467779396482,1,750348.0,0,681.0,10.177932398205888,11.4671432723151,0,64.0,11.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3348,59234.0,12.0,13.54380812823202,0,2256516.0,0,718.0,13.516346822768906,13.97765746827149,0,-10.0,26.4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3349,11489.0,7.0,12.675841872305798,0,815803.0,0,660.0,12.4724365928989,13.174141454265865,0,33.0,10.5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
3350,31367.0,16.0,13.549852173837253,0,2005336.0,0,703.0,13.865655042722663,14.619231292654794,0,-10.0,19.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3351,23746.0,14.0,13.178685107989107,0,2226192.0,0,674.0,13.345759696770003,13.583372930939175,-10,73.0,23.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3352,26911.0,9.0,12.994332259071102,0,2374525.0,0,725.0,14.453989280992085,14.74215510363784,0,78.0,17.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3353,2227.0,6.0,12.138045379125117,0,639255.0,0,649.0,11.040053726628985,11.491936734531745,0,-10.0,11.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3354,21928.0,14.0,12.946496941416335,0,848844.0,0,747.0,13.04164344046281,14.966094294355306,0,-10.0,16.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3355,28795.0,13.0,12.380660205254413,0,-10.0,0,-10.0,12.959246622185539,13.367197967920479,0,-10.0,16.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3356,23376.0,13.0,12.807359438902635,0,790172.0,0,721.0,12.62109196644315,13.639983863716225,0,-10.0,15.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3357,7163.0,5.0,11.175002176081701,0,-10.0,0,-10.0,12.57520220771774,12.845104131422804,0,-10.0,14.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
3358,12914.0,15.0,13.005768885150323,0,856140.0,0,7370.0,12.551139981089662,13.081947550386884,0,61.0,16.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3359,14301.0,13.0,11.786222060834158,1,529663.0,0,722.0,11.665234449918115,12.779419444458982,1,26.0,26.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3360,22720.0,9.0,12.211353676307333,0,905787.0,0,741.0,12.025132134653147,12.646534816133963,0,10.0,26.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3361,27708.0,15.0,12.145786403956686,0,1451942.0,0,653.0,12.559180735802812,13.148968306692487,0,-10.0,9.4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3362,7365.0,12.0,11.455095060689388,1,640414.0,0,724.0,11.26270615111828,12.787631625260888,0,46.0,13.9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3363,19270.0,10.0,12.550431557550292,0,837843.0,0,713.0,11.846629588183882,12.17593812759615,0,-10.0,17.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3364,11922.0,7.0,12.673638931867442,0,1430605.0,0,744.0,11.563656601376586,12.680507069292297,0,30.0,16.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3365,25736.0,12.0,12.971058976412968,0,1206348.0,0,702.0,12.463370249972224,13.119092032385268,0,-10.0,16.2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3366,2468.0,6.0,12.376308969187962,0,886578.0,0,703.0,11.306393179461216,12.28535968314161,0,-10.0,8.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3367,46157.0,13.0,13.200773368305562,0,-10.0,0,-10.0,12.139772573772941,12.775816966261637,0,61.0,12.1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3368,15430.0,14.0,12.215829888436133,0,805030.0,0,736.0,11.749522116164185,12.193134305019088,0,-10.0,11.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
3369,17062.0,10.0,12.982965668688037,0,1197361.0,0,742.0,11.580135414662958,13.806083260305394,0,-10.0,18.6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3370,15195.0,11.0,12.748312630476313,0,-10.0,0,-10.0,12.552686142442564,14.01602805987471,0,11.0,11.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3371,23405.0,18.0,12.986298492482433,0,1356790.0,0,6320.0,12.941692457559341,13.90701441198386,0,-10.0,14.4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3372,3071.0,10.0,10.774927351272387,0,835620.0,0,671.0,10.780039036841266,11.014769244304901,0,12.0,12.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3373,8943.0,11.0,11.965356852759037,0,1320025.0,0,740.0,10.195111844220532,12.654504646219234,0,7.0,13.1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3374,6337.0,5.0,12.139457302623786,0,-10.0,0,-10.0,11.196116630267518,11.867062190355956,0,58.0,16.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3375,7701.0,8.0,12.728351430729592,0,1485800.0,0,734.0,12.495460761861144,13.181592202019507,0,8.0,18.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3376,28022.0,19.0,12.645259400243184,1,1167569.0,0,730.0,11.11661829464683,13.095824311167153,0,74.0,14.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3377,5910.0,12.0,12.681669975818716,0,662815.0,0,727.0,11.540822693387465,12.901484759191558,0,26.0,12.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
3378,15157.0,4.0,13.230236134738764,0,1503128.0,0,671.0,11.1029702915892,11.348180530348607,0,16.0,14.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3379,22404.0,10.0,12.891170013108216,0,875748.0,0,6690.0,12.64874682942061,13.574033724337637,0,7.0,9.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3380,4805.0,6.0,11.639355452196886,0,468749.0,0,741.0,12.01045306059223,12.4131965649893,0,-10.0,10.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3381,11669.0,7.0,11.774604879596977,0,897598.0,0,717.0,11.592669666556795,12.00580908939778,0,47.0,16.6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3382,6891.0,7.0,12.158210300803134,0,534565.0,0,674.0,12.301909959102352,12.465629125704178,0,-10.0,10.7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3383,15234.0,14.0,11.556109467751368,0,-10.0,0,-10.0,10.896016842396081,13.250026334394484,0,-10.0,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3386,18959.0,6.0,12.841789316411926,0,1477345.0,0,672.0,11.80834502570438,12.290326473975174,0,18.0,16.9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3387,28173.0,6.0,13.295080626805426,0,1414550.0,0,685.0,9.095153962167066,11.684093383894094,0,-10.0,21.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
3388,16502.0,11.0,12.995581725370851,0,2237592.0,0,746.0,11.875733562612409,12.497117806454957,0,28.0,16.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3389,14046.0,14.0,13.35178637168382,2,2871375.0,0,675.0,12.855004058397576,13.576076280404074,0,30.0,13.5,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3390,10757.0,12.0,13.25369861023435,0,1723471.0,0,715.0,12.541133171871456,13.077769695672538,0,50.0,16.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3391,420.0,5.0,12.488861515770823,0,-10.0,0,-10.0,8.9680140012452,13.078137680187888,0,-10.0,15.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3392,6958.0,9.0,12.943554842715976,0,933926.0,0,742.0,12.570264268322562,13.591552925375805,0,-10.0,18.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3393,32929.0,12.0,12.487783173748994,0,1779977.0,0,749.0,12.20023564332954,13.44043448987914,0,-10.0,12.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3396,12177.0,6.0,11.810367256050416,1,1007760.0,0,735.0,10.776474045001011,11.89086177564879,1,55.0,17.4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3397,12982.0,6.0,12.23929946962839,0,529872.0,0,726.0,11.70238812991555,11.967732965694006,0,-10.0,15.2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3398,12326.0,20.0,13.065130372547245,0,-10.0,0,-10.0,12.900616350495817,13.405315782592648,0,-10.0,11.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3399,43177.0,6.0,12.996729857173609,0,5712540.0,0,732.0,14.42660676563535,15.19124915249176,0,12.0,17.3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3400,11478.0,11.0,12.489193079511338,0,668667.0,0,705.0,13.367197967920479,13.585313438625283,0,-10.0,12.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
3402,10588.0,7.0,11.144943985233718,0,527212.0,0,682.0,10.446102498791525,11.516349595936923,0,50.0,5.2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3403,20508.0,11.0,12.2526174335855,0,-10.0,0,-10.0,12.384068191953107,13.211898733144745,0,4.0,21.7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3404,13835.0,6.0,12.682558345687477,0,1683799.0,0,743.0,13.110600464816965,13.313785068753484,0,-10.0,12.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3405,20998.0,12.0,13.016000136963775,0,2135353.0,0,720.0,12.753069144109219,13.120371394723536,0,21.0,26.8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
